,ride_id,travel_date,travel_time,travel_from,max_capacity,number_of_ticket,day
1688,8156,2018-12-02,640,Kisii,11,4,Sunday
1689,8157,2018-12-02,630,Kisii,11,11,Sunday
1690,8158,2018-12-02,620,Kisii,11,7,Sunday
1691,8159,2018-12-02,610,Kisii,11,10,Sunday
1692,8160,2018-12-02,600,Kisii,11,10,Sunday
1693,8161,2018-12-02,590,Kisii,11,10,Sunday
1694,8162,2018-12-02,560,Kisii,11,6,Sunday
1695,8163,2018-12-02,580,Kisii,11,11,Sunday
1696,8164,2018-12-02,550,Kisii,11,7,Sunday
1697,8165,2017-12-29,435,Migori,49,26,Friday
1698,8166,2017-12-29,429,Rongo,49,2,Friday
1699,8167,2018-12-02,570,Kisii,11,7,Sunday
1700,8168,2018-12-02,540,Kisii,11,11,Sunday
1701,8169,2018-12-02,480,Kisii,11,10,Sunday
1702,8170,2018-12-02,530,Kisii,11,8,Sunday
1703,8171,2018-12-02,520,Kisii,11,7,Sunday
1704,8172,2017-12-29,425,Rongo,49,1,Friday
1705,8173,2018-12-02,510,Kisii,11,11,Sunday
1706,8174,2018-12-02,500,Kisii,11,11,Sunday
1707,8175,2017-12-29,424,Homa Bay,49,27,Friday
1708,8176,2017-12-29,427,Kijauri,49,1,Friday
1709,8177,2017-12-29,310,Keumbu,11,1,Friday
1710,8178,2017-12-29,426,Keroka,49,1,Friday
1711,8180,2017-12-29,420,Migori,49,1,Friday
1712,8187,2018-12-02,490,Kisii,11,10,Sunday
1713,8188,2017-12-29,428,Kijauri,49,1,Friday
1714,8189,2017-12-30,429,Homa Bay,49,30,Saturday
1715,8190,2017-12-30,428,Migori,49,24,Saturday
1716,8191,2017-12-30,433,Migori,49,17,Saturday
1717,8192,2017-12-30,654,Kijauri,11,1,Saturday
1718,8193,2017-12-30,432,Migori,49,11,Saturday
1719,8194,2017-12-30,420,Migori,49,1,Saturday
1720,8195,2017-12-30,424,Rongo,49,4,Saturday
1721,8196,2017-12-30,435,Migori,49,26,Saturday
1722,8197,2017-12-30,426,Kijauri,49,5,Saturday
1723,8198,2017-12-30,427,Kijauri,49,4,Saturday
1724,8199,2017-12-30,390,Kijauri,11,1,Saturday
1725,8200,2017-12-30,429,Rongo,49,4,Saturday
1726,8201,2017-12-30,425,Rongo,49,1,Saturday
1727,8202,2017-12-30,424,Homa Bay,49,31,Saturday
1728,8203,2017-12-30,370,Kijauri,11,3,Saturday
1729,8204,2018-12-02,420,Kisii,11,5,Sunday
1730,8206,2018-12-02,427,Kisii,49,13,Sunday
1731,8210,2017-12-30,300,Kijauri,11,1,Saturday
1732,8211,2017-12-31,425,Rongo,49,11,Sunday
1733,8212,2017-12-31,432,Migori,49,7,Sunday
1734,8213,2017-12-31,420,Migori,49,9,Sunday
1735,8214,2017-12-31,435,Migori,49,7,Sunday
1736,8215,2017-12-31,429,Homa Bay,49,9,Sunday
1737,8216,2017-12-31,433,Migori,49,11,Sunday
1738,8217,2018-12-02,470,Kisii,11,9,Sunday
1739,8218,2018-12-02,450,Kisii,11,9,Sunday
1740,8219,2017-12-31,424,Keroka,49,2,Sunday
1741,8220,2017-12-31,428,Migori,49,26,Sunday
1742,8221,2017-12-31,429,Rongo,49,4,Sunday
1743,8222,2017-12-31,300,Kijauri,11,1,Sunday
1744,8223,2017-12-31,434,Rongo,49,2,Sunday
1745,8224,2017-12-31,424,Homa Bay,49,32,Sunday
1746,8225,2017-12-31,424,Rongo,49,3,Sunday
1747,8230,2018-12-02,460,Kisii,11,7,Sunday
1748,8232,2018-01-01,432,Migori,49,2,Monday
1749,8233,2018-01-01,435,Migori,49,2,Monday
1750,8234,2018-01-01,428,Migori,49,6,Monday
1751,8235,2018-01-01,425,Rongo,49,5,Monday
1752,8236,2018-01-01,428,Rongo,49,1,Monday
1753,8237,2018-01-01,429,Rongo,49,4,Monday
1754,8238,2018-01-01,424,Homa Bay,49,23,Monday
1755,8239,2018-01-01,400,Keroka,11,1,Monday
1756,8240,2018-01-01,429,Homa Bay,49,5,Monday
1757,8243,2018-12-02,440,Kisii,11,6,Sunday
1758,8244,2018-12-02,429,Kisii,11,8,Sunday
1759,8245,2018-02-01,428,Migori,49,10,Thursday
1760,8246,2018-02-01,435,Migori,49,4,Thursday
1761,8247,2018-02-01,432,Migori,49,3,Thursday
1762,8248,2018-02-01,424,Homa Bay,49,10,Thursday
1763,8249,2018-02-01,429,Homa Bay,49,2,Thursday
1764,8252,2018-12-02,340,Kisii,11,1,Sunday
1765,8254,2018-12-02,300,Kisii,11,1,Sunday
1766,8259,2018-03-01,428,Migori,49,4,Thursday
1767,8261,2018-03-01,435,Migori,49,12,Thursday
1768,8264,2018-11-02,426,Kisii,49,8,Friday
1769,8265,2018-03-01,424,Rongo,49,3,Thursday
1770,8266,2018-03-01,425,Rongo,49,7,Thursday
1771,8267,2018-11-02,400,Kisii,11,1,Friday
1772,8268,2018-11-02,390,Kisii,11,9,Friday
1773,8269,2018-11-02,666,Kisii,11,3,Friday
1774,8270,2018-11-02,665,Kisii,11,8,Friday
1775,8271,2018-11-02,664,Kisii,11,10,Friday
1776,8272,2018-11-02,663,Kisii,11,8,Friday
1777,8273,2018-11-02,662,Kisii,11,8,Friday
1778,8274,2018-11-02,661,Kisii,11,9,Friday
1779,8275,2018-11-02,660,Kisii,11,10,Friday
1780,8276,2018-11-02,659,Kisii,11,9,Friday
1781,8277,2018-03-01,434,Rongo,49,2,Thursday
1782,8278,2018-11-02,658,Kisii,11,11,Friday
1783,8279,2018-11-02,657,Kisii,11,7,Friday
1784,8280,2018-03-01,424,Homa Bay,49,26,Thursday
1785,8281,2018-03-01,429,Rongo,49,2,Thursday
1786,8286,2018-11-02,656,Kisii,11,11,Friday
1787,8287,2018-11-02,655,Kisii,11,11,Friday
1788,8288,2018-11-02,654,Kisii,11,3,Friday
1789,8289,2018-11-02,1144,Kisii,49,23,Friday
1790,8290,2018-11-02,650,Kisii,11,2,Friday
1791,8291,2018-11-02,651,Kisii,11,1,Friday
1792,8292,2018-11-02,630,Kisii,11,3,Friday
1793,8293,2018-04-01,435,Migori,49,14,Sunday
1794,8294,2018-04-01,428,Migori,49,11,Sunday
1795,8295,2018-04-01,429,Rongo,49,3,Sunday
1796,8296,2018-11-02,640,Kisii,11,4,Friday
1797,8297,2018-11-02,620,Kisii,11,5,Friday
1798,8298,2018-11-02,600,Kisii,11,5,Friday
1799,8299,2018-11-02,610,Kisii,11,4,Friday
1800,8300,2018-11-02,590,Kisii,11,7,Friday
1801,8301,2018-11-02,580,Kisii,11,11,Friday
1802,8302,2018-11-02,570,Kisii,11,6,Friday
1803,8303,2018-04-01,560,Kijauri,11,1,Sunday
1804,8304,2018-04-01,424,Rongo,49,3,Sunday
1805,8305,2018-04-01,425,Rongo,49,3,Sunday
1806,8306,2018-04-01,424,Homa Bay,49,30,Sunday
1807,8307,2018-04-01,420,Migori,49,1,Sunday
1808,8308,2018-04-01,433,Migori,49,3,Sunday
1809,8309,2018-04-01,432,Migori,49,1,Sunday
1810,8312,2018-11-02,560,Kisii,11,7,Friday
1811,8313,2018-11-02,550,Kisii,11,4,Friday
1812,8315,2018-11-02,540,Kisii,11,8,Friday
1813,8316,2018-11-02,520,Kisii,11,9,Friday
1814,8317,2018-11-02,530,Kisii,11,8,Friday
1815,8318,2018-11-02,510,Kisii,11,10,Friday
1816,8319,2018-05-01,435,Migori,49,13,Tuesday
1817,8320,2018-11-02,500,Kisii,11,7,Friday
1818,8321,2018-11-02,430,Kisii,49,11,Friday
1819,8322,2018-05-01,425,Rongo,49,6,Tuesday
1820,8323,2018-05-01,428,Migori,49,8,Tuesday
1821,8324,2018-05-01,424,Homa Bay,49,30,Tuesday
1822,8325,2018-11-02,490,Kisii,11,9,Friday
1823,8326,2018-05-01,431,Rongo,49,1,Tuesday
1824,8327,2018-05-01,430,Rongo,49,3,Tuesday
1825,8328,2018-05-01,424,Rongo,49,2,Tuesday
1826,8329,2018-05-01,429,Rongo,49,1,Tuesday
1827,8334,2018-11-02,480,Kisii,11,10,Friday
1828,8335,2018-11-02,1143,Kisii,49,10,Friday
1829,8336,2018-11-02,470,Kisii,11,4,Friday
1830,8337,2018-11-02,460,Kisii,11,9,Friday
1831,8338,2018-11-02,450,Kisii,11,9,Friday
1832,8339,2018-11-02,427,Kisii,49,1,Friday
1833,8340,2018-06-01,420,Sirare,49,48,Friday
1834,8341,2018-06-01,435,Migori,49,16,Friday
1835,8342,2018-06-01,428,Rongo,49,2,Friday
1836,8343,2018-06-01,428,Migori,49,9,Friday
1837,8344,2018-06-01,424,Homa Bay,49,19,Friday
1838,8345,2018-06-01,430,Rongo,49,4,Friday
1839,8346,2018-06-01,424,Rongo,49,2,Friday
1840,8347,2018-06-01,426,Kijauri,49,1,Friday
1841,8348,2018-06-01,425,Rongo,49,6,Friday
1842,8349,2018-11-02,300,Kisii,11,1,Friday
1843,8351,2018-06-01,429,Rongo,49,2,Friday
1844,8358,2018-10-02,426,Kisii,49,3,Tuesday
1845,8359,2018-10-02,330,Kisii,11,1,Tuesday
1846,8360,2018-10-02,310,Kisii,11,1,Tuesday
1847,8361,2018-10-02,300,Kisii,11,1,Tuesday
1848,8369,2018-09-02,426,Kisii,49,23,Sunday
1849,8370,2018-07-01,424,Keroka,49,1,Sunday
1850,8371,2018-07-01,425,Nyachenge,49,2,Sunday
1851,8372,2018-07-01,428,Kehancha,49,11,Sunday
1852,8373,2018-07-01,424,Homa Bay,49,33,Sunday
1853,8374,2018-09-02,540,Kisii,11,11,Sunday
1854,8375,2018-09-02,421,Kisii,49,2,Sunday
1855,8376,2018-09-02,656,Kisii,11,9,Sunday
1856,8377,2018-09-02,655,Kisii,11,11,Sunday
1857,8378,2018-07-01,428,Migori,49,4,Sunday
1858,8379,2018-07-01,435,Migori,49,12,Sunday
1859,8380,2018-07-01,435,Awendo,49,1,Sunday
1860,8381,2018-07-01,428,Awendo,49,7,Sunday
1861,8382,2018-07-01,420,Sirare,49,15,Sunday
1862,8383,2018-07-01,424,Rongo,49,4,Sunday
1863,8384,2018-07-01,425,Rongo,49,6,Sunday
1864,8385,2018-07-01,429,Rongo,49,2,Sunday
1865,8386,2018-07-01,430,Rongo,49,1,Sunday
1866,8391,2018-09-02,654,Kisii,11,10,Sunday
1867,8392,2018-09-02,653,Kisii,11,10,Sunday
1868,8393,2018-09-02,652,Kisii,11,10,Sunday
1869,8394,2018-09-02,651,Kisii,11,11,Sunday
1870,8395,2018-09-02,650,Kisii,11,10,Sunday
1871,8396,2018-09-02,640,Kisii,11,10,Sunday
1872,8397,2018-08-01,428,Awendo,49,5,Wednesday
1873,8398,2018-08-01,428,Kehancha,49,4,Wednesday
1874,8399,2018-09-02,630,Kisii,11,10,Sunday
1875,8400,2018-08-01,420,Sirare,49,42,Wednesday
1876,8401,2018-09-02,620,Kisii,11,10,Sunday
1877,8402,2018-09-02,610,Kisii,11,6,Sunday
1878,8403,2018-09-02,424,Kisii,49,4,Sunday
1879,8404,2018-08-01,425,Rongo,49,7,Wednesday
1880,8405,2018-08-01,424,Homa Bay,49,31,Wednesday
1881,8406,2018-08-01,435,Migori,49,28,Wednesday
1882,8407,2018-09-02,600,Kisii,11,10,Sunday
1883,8408,2018-08-01,425,Nyachenge,49,4,Wednesday
1884,8409,2018-08-01,435,Awendo,49,3,Wednesday
1885,8410,2018-08-01,424,Rongo,49,4,Wednesday
1886,8411,2018-08-01,428,Migori,49,6,Wednesday
1887,8412,2018-08-01,429,Rongo,49,2,Wednesday
1888,8413,2018-08-01,430,Rongo,49,2,Wednesday
1889,8418,2018-09-02,590,Kisii,11,9,Sunday
1890,8419,2018-09-02,580,Kisii,11,9,Sunday
1891,8420,2018-09-02,570,Kisii,11,9,Sunday
1892,8421,2018-09-02,560,Kisii,11,9,Sunday
1893,8422,2018-09-02,550,Kisii,11,10,Sunday
1894,8423,2018-09-02,530,Kisii,11,11,Sunday
1895,8424,2018-09-01,435,Migori,49,15,Saturday
1896,8425,2018-09-02,520,Kisii,11,11,Sunday
1897,8426,2018-09-02,425,Kisii,49,1,Sunday
1898,8427,2018-09-02,510,Kisii,11,11,Sunday
1899,8428,2018-09-02,500,Kisii,11,10,Sunday
1900,8429,2018-09-02,490,Kisii,11,11,Sunday
1901,8430,2018-09-02,480,Kisii,11,9,Sunday
1902,8431,2018-09-02,470,Kisii,11,11,Sunday
1903,8432,2018-09-02,460,Kisii,11,10,Sunday
1904,8433,2018-09-02,450,Kisii,11,9,Sunday
1905,8434,2018-09-02,1144,Kisii,49,13,Sunday
1906,8435,2018-09-02,440,Kisii,11,5,Sunday
1907,8436,2018-09-02,429,Kisii,11,10,Sunday
1908,8437,2018-09-01,424,Rongo,49,3,Saturday
1909,8438,2018-09-02,420,Kisii,11,9,Sunday
1910,8439,2018-09-02,1143,Kisii,49,9,Sunday
1911,8440,2018-09-01,429,Rongo,49,2,Saturday
1912,8441,2018-09-02,410,Kisii,11,10,Sunday
1913,8442,2018-09-02,400,Kisii,11,8,Sunday
1914,8443,2018-09-02,390,Kisii,11,6,Sunday
1915,8444,2018-09-02,427,Kisii,49,12,Sunday
1916,8445,2018-09-02,330,Kisii,11,1,Sunday
1917,8446,2018-09-02,300,Kisii,11,1,Sunday
1918,8449,2018-09-01,435,Awendo,49,1,Saturday
1919,8451,2018-09-01,424,Homa Bay,49,30,Saturday
1920,8452,2018-09-01,433,Kehancha,49,1,Saturday
1921,8453,2018-09-01,428,Kehancha,49,12,Saturday
1922,8454,2018-09-01,420,Sirare,49,50,Saturday
1923,8455,2018-09-01,428,Awendo,49,11,Saturday
1924,8456,2018-09-01,425,Nyachenge,49,2,Saturday
1925,8457,2018-09-01,425,Rongo,49,2,Saturday
1926,8458,2018-09-01,428,Migori,49,7,Saturday
1927,8468,2018-08-02,426,Kisii,49,24,Thursday
1928,8469,2018-08-02,428,Kisii,49,2,Thursday
1929,8470,2018-08-02,630,Kisii,11,1,Thursday
1930,8471,2018-08-02,620,Kisii,11,11,Thursday
1931,8472,2018-08-02,427,Kisii,49,20,Thursday
1932,8473,2018-08-02,610,Kisii,11,11,Thursday
1933,8474,2018-08-02,600,Kisii,11,10,Thursday
1934,8475,2018-10-01,435,Migori,49,10,Monday
1935,8476,2018-08-02,590,Kisii,11,10,Thursday
1936,8477,2018-08-02,580,Kisii,11,8,Thursday
1937,8478,2018-08-02,570,Kisii,11,11,Thursday
1938,8479,2018-08-02,560,Kisii,11,6,Thursday
1939,8480,2018-08-02,510,Kisii,11,11,Thursday
1940,8481,2018-08-02,540,Kisii,11,2,Thursday
1941,8482,2018-08-02,530,Kisii,11,11,Thursday
1942,8483,2018-08-02,520,Kisii,11,3,Thursday
1943,8484,2018-10-01,426,Keroka,49,1,Monday
1944,8485,2018-08-02,500,Kisii,11,9,Thursday
1945,8486,2018-08-02,490,Kisii,11,11,Thursday
1946,8487,2018-08-02,480,Kisii,11,9,Thursday
1947,8488,2018-08-02,470,Kisii,11,11,Thursday
1948,8489,2018-08-02,460,Kisii,11,9,Thursday
1949,8490,2018-08-02,1143,Kisii,49,2,Thursday
1950,8491,2018-08-02,430,Kisii,49,1,Thursday
1951,8492,2018-10-01,432,Awendo,49,9,Monday
1952,8493,2018-10-01,429,Rongo,49,2,Monday
1953,8494,2018-08-02,1147,Kisii,49,1,Thursday
1954,8495,2018-10-01,428,Awendo,49,4,Monday
1955,8496,2018-10-01,424,Homa Bay,49,34,Monday
1956,8497,2018-10-01,428,Kehancha,49,15,Monday
1957,8498,2018-10-01,420,Sirare,49,46,Monday
1958,8499,2018-10-01,424,Rongo,49,1,Monday
1959,8500,2018-10-01,425,Rongo,49,14,Monday
1960,8501,2018-10-01,425,Nyachenge,49,1,Monday
1961,8502,2018-10-01,428,Migori,49,10,Monday
1962,8504,2018-08-02,450,Kisii,11,11,Thursday
1963,8508,2018-08-02,440,Kisii,11,10,Thursday
1964,8510,2018-10-01,435,Awendo,49,3,Monday
1965,8511,2018-08-02,429,Kisii,11,9,Thursday
1966,8512,2018-08-02,433,Kisii,49,1,Thursday
1967,8513,2018-08-02,420,Kisii,11,9,Thursday
1968,8514,2018-08-02,410,Kisii,11,8,Thursday
1969,8515,2018-08-02,390,Kisii,11,1,Thursday
1970,8516,2018-08-02,300,Kisii,11,1,Thursday
1971,8519,2018-11-01,429,Homa Bay,49,1,Thursday
1972,8524,2018-07-02,420,Kisii,49,1,Monday
1973,8525,2018-07-02,426,Kisii,49,25,Monday
1974,8526,2018-07-02,580,Kisii,11,9,Monday
1975,8527,2018-07-02,590,Kisii,11,1,Monday
1976,8528,2018-07-02,570,Kisii,11,12,Monday
1977,8529,2018-11-01,435,Migori,49,25,Thursday
1978,8530,2018-07-02,560,Kisii,11,10,Monday
1979,8531,2018-11-01,426,Keroka,49,1,Thursday
1980,8532,2018-07-02,550,Kisii,11,8,Monday
1981,8533,2018-07-02,540,Kisii,11,11,Monday
1982,8534,2018-07-02,530,Kisii,11,4,Monday
1983,8535,2018-07-02,520,Kisii,11,1,Monday
1984,8536,2018-07-02,510,Kisii,11,8,Monday
1985,8537,2018-07-02,500,Kisii,11,10,Monday
1986,8538,2018-07-02,490,Kisii,11,10,Monday
1987,8539,2018-11-01,426,Kijauri,49,1,Thursday
1988,8540,2018-11-01,425,Rongo,49,8,Thursday
1989,8541,2018-11-01,424,Homa Bay,49,30,Thursday
1990,8542,2018-11-01,424,Rongo,49,7,Thursday
1991,8543,2018-07-02,1144,Kisii,49,23,Monday
1992,8544,2018-11-01,428,Kehancha,49,19,Thursday
1993,8545,2018-11-01,420,Sirare,49,48,Thursday
1994,8546,2018-07-02,480,Kisii,11,10,Monday
1995,8547,2018-11-01,428,Awendo,49,12,Thursday
1996,8548,2018-11-01,435,Awendo,49,3,Thursday
1997,8549,2018-11-01,428,Migori,49,1,Thursday
1998,8553,2018-07-02,470,Kisii,11,7,Monday
1999,8554,2018-07-02,460,Kisii,11,7,Monday
2000,8555,2018-07-02,1143,Kisii,49,9,Monday
2001,8556,2018-07-02,450,Kisii,11,9,Monday
2002,8557,2018-07-02,440,Kisii,11,8,Monday
2003,8558,2018-07-02,427,Kisii,49,14,Monday
2004,8559,2018-07-02,429,Kisii,11,8,Monday
2005,8560,2018-07-02,410,Kisii,11,10,Monday
2006,8561,2018-07-02,400,Kisii,11,5,Monday
2007,8562,2018-07-02,350,Kisii,11,1,Monday
2008,8563,2018-07-02,300,Kisii,11,1,Monday
2009,8564,2018-07-02,390,Kisii,11,1,Monday
2010,8570,2018-06-02,426,Kisii,49,12,Saturday
2011,8571,2018-06-02,580,Kisii,11,4,Saturday
2012,8574,2018-06-02,428,Kisii,49,2,Saturday
2013,8575,2018-12-01,435,Migori,49,25,Saturday
2014,8576,2018-06-02,570,Kisii,11,9,Saturday
2015,8577,2018-06-02,560,Kisii,11,11,Saturday
2016,8578,2018-06-02,550,Kisii,11,5,Saturday
2017,8579,2018-06-02,540,Kisii,11,8,Saturday
2018,8580,2018-06-02,530,Kisii,11,7,Saturday
2019,8581,2018-06-02,520,Kisii,11,11,Saturday
2020,8582,2018-06-02,510,Kisii,11,11,Saturday
2021,8583,2018-06-02,490,Kisii,11,10,Saturday
2022,8584,2018-12-01,424,Rongo,49,9,Saturday
2023,8585,2018-06-02,500,Kisii,11,11,Saturday
2024,8586,2018-06-02,480,Kisii,11,10,Saturday
2025,8587,2018-06-02,470,Kisii,11,10,Saturday
2026,8588,2018-06-02,460,Kisii,11,11,Saturday
2027,8589,2018-06-02,450,Kisii,11,11,Saturday
2028,8590,2018-06-02,427,Kisii,49,3,Saturday
2029,8591,2018-06-02,1143,Kisii,49,5,Saturday
2030,8592,2018-06-02,440,Kisii,11,11,Saturday
2031,8593,2018-06-02,429,Kisii,11,11,Saturday
2032,8594,2018-06-02,420,Kisii,11,10,Saturday
2033,8595,2018-06-02,410,Kisii,11,9,Saturday
2034,8596,2018-12-01,424,Homa Bay,49,33,Saturday
2035,8597,2018-12-01,426,Kijauri,49,1,Saturday
2036,8598,2018-12-01,420,Sirare,49,47,Saturday
2037,8599,2018-12-01,428,Kehancha,49,16,Saturday
2038,8600,2018-12-01,429,Rongo,49,2,Saturday
2039,8601,2018-12-01,425,Rongo,49,6,Saturday
2040,8602,2018-12-01,428,Awendo,49,11,Saturday
2041,8603,2018-12-01,425,Nyachenge,49,1,Saturday
2042,8604,2018-12-01,428,Migori,49,1,Saturday
2043,8605,2018-06-02,400,Kisii,11,11,Saturday
2044,8612,2018-06-02,390,Kisii,11,5,Saturday
2045,8613,2018-06-02,350,Kisii,11,1,Saturday
2046,8614,2018-06-02,300,Kisii,11,2,Saturday
2047,8617,2018-01-13,300,Kijauri,11,1,Saturday
2048,8618,2018-01-13,435,Migori,49,18,Saturday
2049,8619,2018-01-13,424,Rongo,49,7,Saturday
2050,8620,2018-01-13,426,Kijauri,49,1,Saturday
2051,8621,2018-01-13,424,Homa Bay,49,31,Saturday
2052,8622,2018-01-13,420,Sirare,49,47,Saturday
2053,8623,2018-01-13,425,Nyachenge,49,1,Saturday
2054,8624,2018-01-13,431,Rongo,49,1,Saturday
2055,8625,2018-01-13,425,Rongo,49,10,Saturday
2056,8626,2018-01-13,428,Kehancha,49,1,Saturday
2057,8627,2018-01-13,428,Awendo,49,20,Saturday
2058,8628,2018-01-13,435,Awendo,49,2,Saturday
2059,8637,2018-05-02,426,Kisii,49,19,Wednesday
2060,8638,2018-05-02,300,Kisii,11,3,Wednesday
2061,8639,2018-05-02,425,Kisii,49,1,Wednesday
2062,8640,2018-05-02,640,Kisii,11,10,Wednesday
2063,8641,2018-01-14,435,Migori,49,30,Sunday
2064,8642,2018-05-02,630,Kisii,11,12,Wednesday
2065,8643,2018-05-02,620,Kisii,11,9,Wednesday
2066,8644,2018-05-02,610,Kisii,11,10,Wednesday
2067,8645,2018-05-02,600,Kisii,11,9,Wednesday
2068,8646,2018-05-02,590,Kisii,11,5,Wednesday
2069,8647,2018-05-02,580,Kisii,11,11,Wednesday
2070,8648,2018-05-02,422,Kisii,49,4,Wednesday
2071,8649,2018-05-02,570,Kisii,11,10,Wednesday
2072,8650,2018-05-02,560,Kisii,11,10,Wednesday
2073,8651,2018-05-02,550,Kisii,11,12,Wednesday
2074,8652,2018-05-02,540,Kisii,11,4,Wednesday
2075,8653,2018-05-02,530,Kisii,11,10,Wednesday
2076,8654,2018-05-02,520,Kisii,11,10,Wednesday
2077,8655,2018-05-02,510,Kisii,11,11,Wednesday
2078,8656,2018-01-14,320,Kijauri,11,1,Sunday
2079,8657,2018-01-14,424,Homa Bay,49,33,Sunday
2080,8658,2018-01-14,390,Keroka,11,1,Sunday
2081,8659,2018-01-14,424,Rongo,49,4,Sunday
2082,8660,2018-01-14,420,Sirare,49,47,Sunday
2083,8661,2018-01-14,300,Kijauri,11,2,Sunday
2084,8662,2018-01-14,425,Nyachenge,49,1,Sunday
2085,8663,2018-01-14,426,Keroka,49,1,Sunday
2086,8664,2018-01-14,425,Rongo,49,7,Sunday
2087,8665,2018-01-14,428,Kehancha,49,5,Sunday
2088,8666,2018-01-14,435,Awendo,49,1,Sunday
2089,8667,2018-01-14,428,Awendo,49,6,Sunday
2090,8671,2018-05-02,500,Kisii,11,9,Wednesday
2091,8675,2018-05-02,490,Kisii,11,11,Wednesday
2092,8676,2018-05-02,1143,Kisii,49,17,Wednesday
2093,8677,2018-05-02,480,Kisii,11,8,Wednesday
2094,8678,2018-01-15,425,Rongo,49,7,Monday
2095,8679,2018-01-15,424,Rongo,49,4,Monday
2096,8680,2018-01-15,428,Rongo,49,1,Monday
2097,8681,2018-01-15,424,Homa Bay,49,32,Monday
2098,8682,2018-01-15,420,Sirare,49,47,Monday
2099,8683,2018-01-15,428,Kehancha,49,2,Monday
2100,8684,2018-01-15,424,Nyachenge,49,1,Monday
2101,8685,2018-01-15,434,Rongo,49,2,Monday
2102,8686,2018-01-15,435,Migori,49,17,Monday
2103,8687,2018-01-15,429,Rongo,49,1,Monday
2104,8688,2018-01-15,428,Awendo,49,6,Monday
2105,8693,2018-05-02,470,Kisii,11,10,Wednesday
2106,8696,2018-05-02,427,Kisii,49,10,Wednesday
2107,8697,2018-05-02,460,Kisii,11,9,Wednesday
2108,8698,2018-05-02,450,Kisii,11,11,Wednesday
2109,8699,2018-05-02,440,Kisii,11,5,Wednesday
2110,8700,2018-01-16,424,Keroka,49,1,Tuesday
2111,8701,2018-05-02,429,Kisii,11,10,Wednesday
2112,8702,2018-05-02,320,Kisii,11,1,Wednesday
2113,8706,2018-01-16,425,Rongo,49,9,Tuesday
2114,8707,2018-01-16,429,Rongo,49,3,Tuesday
2115,8708,2018-01-16,435,Migori,49,24,Tuesday
2116,8709,2018-01-16,424,Homa Bay,49,31,Tuesday
2117,8710,2018-01-16,434,Rongo,49,1,Tuesday
2118,8711,2018-01-16,426,Kijauri,49,1,Tuesday
2119,8712,2018-01-16,420,Sirare,49,47,Tuesday
2120,8713,2018-01-16,370,Kijauri,11,2,Tuesday
2121,8714,2018-01-16,424,Rongo,49,3,Tuesday
2122,8715,2018-01-16,428,Kehancha,49,2,Tuesday
2123,8716,2018-01-16,428,Awendo,49,4,Tuesday
2124,8726,2018-04-02,668,Kisii,11,3,Monday
2125,8727,2018-04-02,426,Kisii,49,4,Monday
2126,8728,2018-01-17,435,Migori,49,31,Wednesday
2127,8729,2018-04-02,433,Kisii,49,2,Monday
2128,8730,2018-01-17,422,Keroka,49,1,Wednesday
2129,8731,2018-04-02,669,Kisii,11,1,Monday
2130,8732,2018-04-02,667,Kisii,11,4,Monday
2131,8733,2018-04-02,666,Kisii,11,9,Monday
2132,8734,2018-04-02,428,Kisii,49,3,Monday
2133,8735,2018-04-02,665,Kisii,11,11,Monday
2134,8736,2018-04-02,664,Kisii,11,8,Monday
2135,8737,2018-04-02,663,Kisii,11,10,Monday
2136,8738,2018-04-02,662,Kisii,11,8,Monday
2137,8739,2018-04-02,661,Kisii,11,11,Monday
2138,8740,2018-04-02,660,Kisii,11,11,Monday
2139,8741,2018-01-17,424,Rongo,49,3,Wednesday
2140,8742,2018-01-17,450,Keroka,11,1,Wednesday
2141,8743,2018-01-17,425,Rongo,49,10,Wednesday
2142,8744,2018-01-17,426,Keroka,49,4,Wednesday
2143,8745,2018-01-17,424,Keroka,49,8,Wednesday
2144,8746,2018-01-17,424,Homa Bay,49,32,Wednesday
2145,8747,2018-01-17,434,Rongo,49,1,Wednesday
2146,8748,2018-01-17,420,Awendo,49,1,Wednesday
2147,8749,2018-01-17,420,Sirare,49,46,Wednesday
2148,8750,2018-01-17,360,Kijauri,11,2,Wednesday
2149,8751,2018-01-17,350,Kijauri,11,1,Wednesday
2150,8752,2018-04-02,659,Kisii,11,11,Monday
2151,8753,2018-01-17,435,Awendo,49,5,Wednesday
2152,8754,2018-01-17,428,Kehancha,49,7,Wednesday
2153,8755,2018-01-17,370,Kijauri,11,1,Wednesday
2154,8756,2018-01-17,429,Rongo,49,3,Wednesday
2155,8757,2018-01-17,433,Kehancha,49,1,Wednesday
2156,8758,2018-01-17,430,Rongo,49,1,Wednesday
2157,8763,2018-04-02,658,Kisii,11,11,Monday
2158,8765,2018-04-02,657,Kisii,11,10,Monday
2159,8766,2018-04-02,656,Kisii,11,7,Monday
2160,8770,2018-04-02,655,Kisii,11,8,Monday
2161,8771,2018-04-02,653,Kisii,11,10,Monday
2162,8772,2018-04-02,654,Kisii,11,11,Monday
2163,8773,2018-04-02,651,Kisii,11,12,Monday
2164,8774,2018-04-02,652,Kisii,11,11,Monday
2165,8775,2018-04-02,650,Kisii,11,11,Monday
2166,8776,2018-04-02,640,Kisii,11,11,Monday
2167,8777,2018-04-02,630,Kisii,11,11,Monday
2168,8778,2018-04-02,620,Kisii,11,10,Monday
